wijk,part,order,long,lat
De Aker,1,3,4.79110214690345,52.3415001658686
De Aker,1,4,4.76739272776032,52.3512685526819
De Aker,1,5,4.77027536380015,52.3540777767756
De Aker,1,6,4.77625007418461,52.3573663116881
De Aker,1,7,4.78797112798375,52.3526381620565
De Punt,1,0,4.79180626977002,52.3531868444899
De Punt,1,1,4.78700687870692,52.352763905239
De Punt,1,2,4.77697586420589,52.3567563496919
De Punt,1,3,4.78232151073688,52.3610687424536
De Punt,1,4,4.78665132199312,52.362717426535
De Punt,1,5,4.79180626977002,52.3531868444899
Osdorp-Midden,1,0,4.79888871147598,52.3488809321106
Osdorp-Midden,1,1,4.7955701782821,52.3462509841325
Osdorp-Midden,1,2,4.78665132199312,52.362717426535
Osdorp-Midden,1,3,4.79531864723589,52.3644398006971
Osdorp-Midden,1,4,4.7992513870117,52.3580323011084
Osdorp-Midden,1,5,4.80360122295576,52.3499739562501
Osdorp-Midden,1,6,4.79888871147598,52.3488809321106
Osdorp-Oost,1,0,4.81304932639025,52.3580273829465
Osdorp-Oost,1,1,4.81720134520191,52.3589423177026
Osdorp-Oost,1,2,4.81855304145004,52.3582738363438
Osdorp-Oost,1,3,4.81861763907877,52.3563005281484
Osdorp-Oost,1,4,4.81806044393282,52.3561716618362
Osdorp-Oost,1,5,4.82043211703505,52.3517438379013
Osdorp-Oost,1,6,4.81170683567306,52.3515771103106
Osdorp-Oost,1,7,4.80360122295576,52.3499739562501
Osdorp-Oost,1,8,4.79531864723589,52.3644398006971
Osdorp-Oost,1,9,4.8075329038613,52.3669149573855
Osdorp-Oost,1,10,4.81304932639025,52.3580273829465
Slotervaart-Noord,1,0,4.82715455392086,52.3721253435281
Slotervaart-Noord,1,1,4.83078699264924,52.3696958331311
Slotervaart-Noord,1,2,4.83231282513362,52.3707925882453
Slotervaart-Noord,1,3,4.83441234911229,52.3703759856256
Slotervaart-Noord,1,4,4.83419189485959,52.3578901559409
Slotervaart-Noord,1,5,4.8185713772423,52.3577136080735
Slotervaart-Noord,1,6,4.81720134520191,52.3589423177026
Slotervaart-Noord,1,7,4.81304932639025,52.3580273829465
Slotervaart-Noord,1,8,4.81217797000386,52.3597231839463
Slotervaart-Noord,1,9,4.82715455392086,52.3721253435281
Overtoomse Veld,1,0,4.84303183417279,52.3722132125924
