breakdown,groep,year,n_totaal,variable,value,name,type
herkomst3,Kind van migrant,2020,196760,heeft_eerste_jaar_major_cvd_event_n_totaal_gebruikers,140,heeft_eerste_jaar_major_cvd_event,n_totaal_gebruikers
herkomst3,Migrant,2020,293040,heeft_eerste_jaar_major_cvd_event_n_totaal_gebruikers,630,heeft_eerste_jaar_major_cvd_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2020,401500,heeft_eerste_jaar_major_cvd_event_n_totaal_gebruikers,1130,heeft_eerste_jaar_major_cvd_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2021,198380,heeft_eerste_jaar_major_cvd_event_n_totaal_gebruikers,140,heeft_eerste_jaar_major_cvd_event,n_totaal_gebruikers
herkomst3,Migrant,2021,295890,heeft_eerste_jaar_major_cvd_event_n_totaal_gebruikers,650,heeft_eerste_jaar_major_cvd_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2021,396940,heeft_eerste_jaar_major_cvd_event_n_totaal_gebruikers,1090,heeft_eerste_jaar_major_cvd_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2022,199460,heeft_eerste_jaar_major_cvd_event_n_totaal_gebruikers,130,heeft_eerste_jaar_major_cvd_event,n_totaal_gebruikers
herkomst3,Migrant,2022,308970,heeft_eerste_jaar_major_cvd_event_n_totaal_gebruikers,680,heeft_eerste_jaar_major_cvd_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2022,391950,heeft_eerste_jaar_major_cvd_event_n_totaal_gebruikers,1060,heeft_eerste_jaar_major_cvd_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2023,199970,heeft_eerste_jaar_major_cvd_event_n_totaal_gebruikers,160,heeft_eerste_jaar_major_cvd_event,n_totaal_gebruikers
herkomst3,Migrant,2023,329740,heeft_eerste_jaar_major_cvd_event_n_totaal_gebruikers,650,heeft_eerste_jaar_major_cvd_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2023,385570,heeft_eerste_jaar_major_cvd_event_n_totaal_gebruikers,970,heeft_eerste_jaar_major_cvd_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2024,201810,heeft_eerste_jaar_major_cvd_event_n_totaal_gebruikers,20,heeft_eerste_jaar_major_cvd_event,n_totaal_gebruikers
herkomst3,Migrant,2024,344470,heeft_eerste_jaar_major_cvd_event_n_totaal_gebruikers,100,heeft_eerste_jaar_major_cvd_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2024,384100,heeft_eerste_jaar_major_cvd_event_n_totaal_gebruikers,200,heeft_eerste_jaar_major_cvd_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2009,162920,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1360,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2009,215490,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,4710,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2009,394690,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,7200,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2010,167570,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1320,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2010,220350,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,4370,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2010,397340,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,6560,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2011,172070,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1310,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2011,224900,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,4170,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2011,401150,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,6200,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2012,175790,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1290,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2012,228680,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,3910,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2012,403920,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,5920,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2013,179630,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1270,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2013,230440,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,3570,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2013,407700,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,5220,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2014,183460,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1290,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2014,232820,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,3510,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2014,412860,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,5030,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2015,186700,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1210,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2015,238210,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,3290,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2015,415330,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,4840,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2016,189620,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1250,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2016,244890,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,3260,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2016,415960,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,4720,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2017,192090,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1300,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2017,255000,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,3280,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2017,414350,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,4730,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2018,194130,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1330,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2018,267370,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,3170,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2018,411150,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,4450,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2019,195640,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1320,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2019,279610,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,3240,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2019,406330,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,4310,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2020,196760,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1190,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2020,293040,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,2960,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2020,401500,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,3650,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2021,198380,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1310,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2021,295890,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,3400,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2021,396940,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,4050,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2022,199460,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1470,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2022,308970,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,3410,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2022,391950,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,4140,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2023,199970,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1610,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2023,329740,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,3760,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2023,385570,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,4320,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2024,201810,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,1700,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Migrant,2024,344470,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,3980,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2024,384100,heeft_eerste_jaar_risicofactor_medicatie_n_totaal_gebruikers,4710,heeft_eerste_jaar_risicofactor_medicatie,n_totaal_gebruikers
herkomst3,Kind van migrant,2016,189620,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,170140,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Migrant,2016,244890,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,197510,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2016,415960,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,394200,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2017,192090,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,172720,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Migrant,2017,255000,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,199920,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2017,414350,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,392600,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2018,194130,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,174730,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Migrant,2018,267370,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,203610,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2018,411150,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,389030,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2019,195640,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,176460,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Migrant,2019,279610,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,208370,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2019,406330,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,384060,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2020,196760,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,177800,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Migrant,2020,293040,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,215110,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2020,401500,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,379010,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2021,198380,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,179530,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Migrant,2021,295890,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,223040,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2021,396940,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,374690,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2022,199460,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,180990,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Migrant,2022,308970,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,231390,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2022,391950,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,370200,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2023,199970,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,182300,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Migrant,2023,329740,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,241610,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2023,385570,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,365220,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2024,201810,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,184430,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Migrant,2024,344470,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,248260,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2024,384100,heeft_geen_eerdere_acute_beroerte_event_n_totaal_gebruikers,364560,heeft_geen_eerdere_acute_beroerte_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2009,162920,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,142140,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2009,215490,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,165430,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2009,394690,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,363060,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2010,167570,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,145700,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2010,220350,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,165400,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2010,397340,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,363840,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2011,172070,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,149660,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2011,224900,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,166550,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2011,401150,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,366030,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2012,175790,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,153160,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2012,228680,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,168920,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2012,403920,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,368210,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2013,179630,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,157400,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2013,230440,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,171470,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2013,407700,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,371820,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2014,183460,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,161650,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2014,232820,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,173510,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2014,412860,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,376870,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2015,186700,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,165200,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2015,238210,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,175400,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2015,415330,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,379410,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2016,189620,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,168220,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2016,244890,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,176590,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2016,415960,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,380100,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2017,192090,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,170770,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2017,255000,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,178520,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2017,414350,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,378880,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2018,194130,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,172720,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2018,267370,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,181820,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2018,411150,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,375840,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2019,195640,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,174350,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2019,279610,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,186180,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2019,406330,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,371300,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2020,196760,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,175620,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2020,293040,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,192450,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2020,401500,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,366720,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2021,198380,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,177240,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2021,295890,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,199950,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2021,396940,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,362870,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2022,199460,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,178540,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2022,308970,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,207700,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2022,391950,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,358670,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2023,199970,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,179560,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2023,329740,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,217260,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2023,385570,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,353480,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2024,201810,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,181400,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Migrant,2024,344470,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,222860,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2024,384100,heeft_geen_eerdere_diabetes_type_2_n_totaal_gebruikers,352490,heeft_geen_eerdere_diabetes_type_2,n_totaal_gebruikers
herkomst3,Kind van migrant,2016,189620,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,170150,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Migrant,2016,244890,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,197320,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2016,415960,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,394070,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2017,192090,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,172730,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Migrant,2017,255000,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,199690,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2017,414350,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,392440,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2018,194130,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,174740,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Migrant,2018,267370,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,203370,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2018,411150,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,388890,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2019,195640,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,176450,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Migrant,2019,279610,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,208090,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2019,406330,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,383840,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2020,196760,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,177770,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Migrant,2020,293040,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,214800,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2020,401500,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,378780,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Kind van migrant,2021,198380,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,179500,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Migrant,2021,295890,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,222740,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
herkomst3,Nederlandse herkomst,2021,396940,heeft_geen_eerdere_hi_event_n_totaal_gebruikers,374450,heeft_geen_eerdere_hi_event,n_totaal_gebruikers
