wijk_25,part,order,long,lat
"Weesp, Driemond",1,68,5.0638133,52.2785783
"Weesp, Driemond",1,69,5.0645324,52.2790233
"Weesp, Driemond",1,70,5.0643373,52.279261
"Weesp, Driemond",1,71,5.065328,52.2796555
"Weesp, Driemond",1,72,5.0649395,52.2798746
"Weesp, Driemond",1,73,5.0638867,52.279977
"Weesp, Driemond",1,74,5.0639872,52.2802621
"Weesp, Driemond",1,75,5.0644145,52.2807387
"Weesp, Driemond",1,76,5.0659032,52.2805505
"Weesp, Driemond",1,77,5.065882,52.2812721
"Weesp, Driemond",1,78,5.0654922,52.2812729
"Weesp, Driemond",1,79,5.0656593,52.2826934
"Weesp, Driemond",1,80,5.0654726,52.2851995
"Weesp, Driemond",1,81,5.0647934,52.2850817
"Weesp, Driemond",1,82,5.0641955,52.2862935
"Weesp, Driemond",1,83,5.0632847,52.2871961
"Weesp, Driemond",1,84,5.0595421,52.2893212
"Weesp, Driemond",1,85,5.0548153,52.287542
"Weesp, Driemond",1,86,5.0527714,52.2864865
"Weesp, Driemond",1,87,5.0515809,52.287319
"Weesp, Driemond",1,88,5.0504057,52.2878729
"Weesp, Driemond",1,89,5.0474859,52.2850208
"Weesp, Driemond",1,90,5.0427806,52.2824889
"Weesp, Driemond",1,91,5.0407958,52.2838816
"Weesp, Driemond",1,92,5.0394306,52.2832449
"Weesp, Driemond",1,93,5.0351509,52.2855277
"Weesp, Driemond",1,94,5.0334213,52.2863162
"Weesp, Driemond",1,95,5.0332135,52.2862589
"Weesp, Driemond",1,96,5.0305299,52.2884889
"Weesp, Driemond",1,97,5.0265094,52.2839792
"Weesp, Driemond",1,98,5.0243838,52.281359
"Weesp, Driemond",1,99,5.0218688,52.2826546
"Weesp, Driemond",1,100,5.0218646,52.2894268
"Weesp, Driemond",1,101,5.0215452,52.3024579
"Weesp, Driemond",1,102,5.0183068,52.302599
"Weesp, Driemond",1,103,5.0166874,52.3028824
"Weesp, Driemond",1,104,5.0142661,52.3036783
"Weesp, Driemond",1,105,5.0127216,52.3035854
"Weesp, Driemond",1,106,5.0126487,52.3038799
"Weesp, Driemond",1,107,5.0118286,52.3037766
"Weesp, Driemond",1,108,5.0113111,52.3042792
"Weesp, Driemond",1,109,5.0118928,52.3045058
"Weesp, Driemond",1,110,5.0111198,52.3048925
"Weesp, Driemond",1,111,5.0104414,52.3048471
"Weesp, Driemond",1,112,5.0095842,52.3053019
"Weesp, Driemond",1,113,5.0099046,52.3055582
"Weesp, Driemond",1,114,5.009493,52.3060287
"Weesp, Driemond",1,115,5.010203,52.3061496
"Weesp, Driemond",1,116,5.009606,52.3072235
"Weesp, Driemond",1,117,5.0085798,52.3070262
"Weesp, Driemond",1,118,5.0082712,52.3071069
"Weesp, Driemond",1,119,5.008498,52.3073314
"Weesp, Driemond",1,120,5.0102072,52.3077341
"Weesp, Driemond",1,121,5.0098291,52.3084034
"Weesp, Driemond",1,122,5.0087385,52.3092214
"Weesp, Driemond",1,123,5.0071287,52.309894
"Weesp, Driemond",1,124,5.0039248,52.310218
"Weesp, Driemond",1,125,5.0024025,52.3105986
"Weesp, Driemond",1,126,4.9972009,52.3134981
"Weesp, Driemond",1,127,5.0015339,52.315912
"Weesp, Driemond",1,128,5.0065253,52.3190783
"Weesp, Driemond",1,129,5.0161365,52.324513
"Weesp, Driemond",1,130,5.0166551,52.3229877
"Weesp, Driemond",1,131,5.018492,52.3232963
"Weesp, Driemond",1,132,5.0181083,52.327823
"Weesp, Driemond",1,133,5.0172759,52.3301877
"Weesp, Driemond",1,134,5.0215893,52.3308635
"Weesp, Driemond",1,135,5.0248245,52.3306299
"Weesp, Driemond",1,136,5.0289149,52.3307734
"Weesp, Driemond",1,137,5.0356197,52.3297932
"Weesp, Driemond",1,138,5.0410705,52.3287353
"Weesp, Driemond",1,139,5.0435482,52.3277764
"Weesp, Driemond",1,140,5.0439059,52.3279903
"Weesp, Driemond",1,141,5.0448637,52.3274493
"Weesp, Driemond",1,142,5.0443981,52.3271496
"Weesp, Driemond",1,143,5.0452308,52.3268356
"Weesp, Driemond",1,144,5.0463038,52.3267318
"Weesp, Driemond",1,145,5.0481264,52.3270183
"Weesp, Driemond",1,146,5.0492917,52.3269578
"Weesp, Driemond",1,147,5.057484,52.3250297
"Weesp, Driemond",1,148,5.061516,52.3236756
"Weesp, Driemond",1,149,5.0610979,52.3220828
"Weesp, Driemond",1,150,5.0614444,52.3220424
"Weesp, Driemond",1,151,5.06147,52.3217476
"Weesp, Driemond",1,152,5.0603917,52.3211641
"Weesp, Driemond",1,153,5.0581444,52.3204173
"Weesp, Driemond",1,154,5.0567439,52.3196
"Weesp, Driemond",1,155,5.0590946,52.3170531
"Weesp, Driemond",1,156,5.058037,52.3166835
"Weesp, Driemond",1,157,5.0583418,52.3163177
Westerpark,1,0,4.879577,52.3818094
Westerpark,1,1,4.8798614,52.3812201
Westerpark,1,2,4.8781004,52.3783994
Westerpark,1,3,4.8782933,52.3783517
Westerpark,1,4,4.8779092,52.3777866
Westerpark,1,5,4.8780137,52.3777619
Westerpark,1,6,4.8758534,52.3741836
Westerpark,1,7,4.8755404,52.3742137
Westerpark,1,8,4.8754864,52.37341
Westerpark,1,9,4.8663579,52.3715871
Westerpark,1,10,4.8672365,52.372541
Westerpark,1,11,4.8646892,52.3747569
Westerpark,1,12,4.8619226,52.3822179
Westerpark,1,13,4.8608118,52.3841166
Westerpark,1,14,4.8606732,52.385394
Westerpark,1,15,4.8448131,52.3851078
Westerpark,1,16,4.8446873,52.3889199
Westerpark,1,17,4.8443717,52.3888995
Westerpark,1,18,4.8441344,52.393288
Westerpark,1,19,4.8443184,52.3953038
Westerpark,1,20,4.8460041,52.3955084
Westerpark,1,21,4.8549704,52.3955236
Westerpark,1,22,4.8589286,52.3952565
Westerpark,1,23,4.8605887,52.3948908
Westerpark,1,24,4.8618738,52.3944184
Westerpark,1,25,4.8642264,52.3928712
Westerpark,1,26,4.8656114,52.3931631
Westerpark,1,27,4.8660421,52.3936387
Westerpark,1,28,4.8672194,52.393341
Westerpark,1,29,4.8712871,52.3952613
Westerpark,1,30,4.8717793,52.3946209
Westerpark,1,31,4.8728149,52.3947682
Westerpark,1,32,4.8764475,52.3945602
Westerpark,1,33,4.8858619,52.399378
Westerpark,1,34,4.8920077,52.3947869
Westerpark,1,35,4.8932157,52.3935642
Westerpark,1,36,4.8939861,52.3920531
Westerpark,1,37,4.895084,52.3886917
Westerpark,1,38,4.8923669,52.3885241
Westerpark,1,39,4.8922134,52.3881909
Westerpark,1,40,4.8920747,52.3885067
Westerpark,1,41,4.8859771,52.3881297
Westerpark,1,42,4.8844846,52.3883795
Westerpark,1,43,4.8840028,52.387343
Westerpark,1,44,4.8823513,52.3851862
Westerpark,1,45,4.8807609,52.3827087
Westerpark,1,46,4.879577,52.3818094
