wijk_25,part,order,long,lat
Bijlmer-Centrum,1,0,4.9554018,52.3024971
Bijlmer-Centrum,1,1,4.9524911,52.3057058
Bijlmer-Centrum,1,2,4.94775,52.3105452
Bijlmer-Centrum,1,3,4.9439712,52.3146727
Bijlmer-Centrum,1,4,4.9437174,52.3151382
Bijlmer-Centrum,1,5,4.9429646,52.3157574
Bijlmer-Centrum,1,6,4.9419519,52.3174586
Bijlmer-Centrum,1,7,4.9402566,52.3190627
Bijlmer-Centrum,1,8,4.9403538,52.3191638
Bijlmer-Centrum,1,9,4.9402098,52.3193349
Bijlmer-Centrum,1,10,4.941046,52.3196211
Bijlmer-Centrum,1,11,4.9402082,52.320816
Bijlmer-Centrum,1,12,4.9399299,52.3219376
Bijlmer-Centrum,1,13,4.9376221,52.3233012
Bijlmer-Centrum,1,14,4.9379644,52.324124
Bijlmer-Centrum,1,15,4.9386148,52.3242173
Bijlmer-Centrum,1,16,4.9404967,52.3256794
Bijlmer-Centrum,1,17,4.9476615,52.32814
Bijlmer-Centrum,1,18,4.9526793,52.3226455
Bijlmer-Centrum,1,19,4.9567551,52.3240463
Bijlmer-Centrum,1,20,4.9714204,52.3079964
Bijlmer-Centrum,1,21,4.9554018,52.3024971
Bijlmer-Oost,1,0,4.9882338,52.3137801
Bijlmer-Oost,1,1,4.9714204,52.3079964
Bijlmer-Oost,1,2,4.9567551,52.3240463
Bijlmer-Oost,1,3,4.9675451,52.3277592
Bijlmer-Oost,1,4,4.9702577,52.3261707
Bijlmer-Oost,1,5,4.9711186,52.3266635
Bijlmer-Oost,1,6,4.9718106,52.3274739
Bijlmer-Oost,1,7,4.9740285,52.328908
Bijlmer-Oost,1,8,4.9748281,52.3297018
Bijlmer-Oost,1,9,4.9753101,52.3305626
Bijlmer-Oost,1,10,4.9771387,52.3306436
Bijlmer-Oost,1,11,4.9779496,52.3311614
Bijlmer-Oost,1,12,4.9798024,52.3310041
Bijlmer-Oost,1,13,4.9806863,52.3307618
Bijlmer-Oost,1,14,4.9830848,52.3307691
Bijlmer-Oost,1,15,4.9847921,52.3304819
Bijlmer-Oost,1,16,4.9890483,52.327986
Bijlmer-Oost,1,17,4.9905765,52.3265405
Bijlmer-Oost,1,18,4.9921121,52.3237677
Bijlmer-Oost,1,19,4.9968991,52.3176431
Bijlmer-Oost,1,20,4.9931754,52.3158028
Bijlmer-Oost,1,21,4.9882338,52.3137801
Bijlmer-West,1,0,4.9402098,52.3193349
Bijlmer-West,1,1,4.9395886,52.3191213
Bijlmer-West,1,2,4.9403345,52.3183036
Bijlmer-West,1,3,4.9398331,52.3171217
Bijlmer-West,1,4,4.9380442,52.3165072
Bijlmer-West,1,5,4.9387408,52.3156372
Bijlmer-West,1,6,4.9387273,52.3150925
Bijlmer-West,1,7,4.9352329,52.3138902
Bijlmer-West,1,8,4.9363555,52.312665
Bijlmer-West,1,9,4.9341415,52.3119051
Bijlmer-West,1,10,4.9300679,52.3093415
Bijlmer-West,1,11,4.930307,52.3091842
Bijlmer-West,1,12,4.9293312,52.3085343
Bijlmer-West,1,13,4.929912,52.3081052
Bijlmer-West,1,14,4.929419,52.3078309
Bijlmer-West,1,15,4.9298286,52.3075169
Bijlmer-West,1,16,4.9294761,52.3074159
Bijlmer-West,1,17,4.9304963,52.3061651
Bijlmer-West,1,18,4.9327239,52.3042646
Bijlmer-West,1,19,4.9332208,52.3035557
Bijlmer-West,1,20,4.9349391,52.3019704
Bijlmer-West,1,21,4.9464088,52.2885645
Bijlmer-West,1,22,4.9520942,52.2825359
Bijlmer-West,1,23,4.9518416,52.2824451
Bijlmer-West,1,24,4.9552448,52.2783079
Bijlmer-West,1,25,4.9571461,52.2786725
Bijlmer-West,1,26,4.9586659,52.2783446
Bijlmer-West,1,27,4.961056,52.2781762
Bijlmer-West,1,28,4.9622455,52.280208
Bijlmer-West,1,29,4.9653176,52.28045
Bijlmer-West,1,30,4.9661683,52.2809815
Bijlmer-West,1,31,4.966493,52.2800983
Bijlmer-West,1,32,4.9676762,52.2795839
Bijlmer-West,1,33,4.9687556,52.2807273
Bijlmer-West,1,34,4.9693759,52.2817829
Bijlmer-West,1,35,4.9697152,52.2831089
Bijlmer-West,1,36,4.9718415,52.284362
Bijlmer-West,1,37,4.9611581,52.2960144
Bijlmer-West,1,38,4.9595822,52.2980175
Bijlmer-West,1,39,4.9524911,52.3057058
Bijlmer-West,1,40,4.94775,52.3105452
Bijlmer-West,1,41,4.9439712,52.3146727
Bijlmer-West,1,42,4.9437174,52.3151382
Bijlmer-West,1,43,4.9429646,52.3157574
Bijlmer-West,1,44,4.9419519,52.3174586
Bijlmer-West,1,45,4.9409133,52.3185134
Bijlmer-West,1,46,4.940693,52.3185404
Bijlmer-West,1,47,4.9402566,52.3190627
Bijlmer-West,1,48,4.9403538,52.3191638
Bijlmer-West,1,49,4.9402098,52.3193349
Bos en Lommer,1,0,4.8551025,52.3742955
Bos en Lommer,1,1,4.8528978,52.3734857
Bos en Lommer,1,2,4.8452788,52.3722154
Bos en Lommer,1,3,4.8408623,52.3723003
Bos en Lommer,1,4,4.8353378,52.3731529
Bos en Lommer,1,5,4.8393053,52.3826964
Bos en Lommer,1,6,4.8394605,52.3840434
Bos en Lommer,1,7,4.8392577,52.3850176
Bos en Lommer,1,8,4.8606732,52.385394
Bos en Lommer,1,9,4.8608118,52.3841166
Bos en Lommer,1,10,4.8619226,52.3822179
Bos en Lommer,1,11,4.8644392,52.3754128
Bos en Lommer,1,12,4.8551025,52.3742955
"Buitenveldert, Zuidas",1,0,4.8901349,52.3361762
"Buitenveldert, Zuidas",1,1,4.892579,52.3348823
"Buitenveldert, Zuidas",1,2,4.8927467,52.3345802
"Buitenveldert, Zuidas",1,3,4.8926696,52.3342698
"Buitenveldert, Zuidas",1,4,4.893054,52.3338643
"Buitenveldert, Zuidas",1,5,4.89385,52.3340572
"Buitenveldert, Zuidas",1,6,4.894597,52.3340279
"Buitenveldert, Zuidas",1,7,4.8962522,52.3333364
"Buitenveldert, Zuidas",1,8,4.8967183,52.3329851
"Buitenveldert, Zuidas",1,9,4.8974203,52.3334473
"Buitenveldert, Zuidas",1,10,4.8987553,52.3327931
"Buitenveldert, Zuidas",1,11,4.8984771,52.3320774
"Buitenveldert, Zuidas",1,12,4.8990114,52.3307071
"Buitenveldert, Zuidas",1,13,4.8990266,52.3299955
"Buitenveldert, Zuidas",1,14,4.8971438,52.3277803
"Buitenveldert, Zuidas",1,15,4.8952543,52.3242026
"Buitenveldert, Zuidas",1,16,4.8954694,52.3233236
"Buitenveldert, Zuidas",1,17,4.8962964,52.3224219
"Buitenveldert, Zuidas",1,18,4.857868,52.3217363
"Buitenveldert, Zuidas",1,19,4.8576544,52.3216914
"Buitenveldert, Zuidas",1,20,4.857618,52.3214315
"Buitenveldert, Zuidas",1,21,4.8567601,52.3214159
"Buitenveldert, Zuidas",1,22,4.856574,52.3217692
"Buitenveldert, Zuidas",1,23,4.8563394,52.3217646
"Buitenveldert, Zuidas",1,24,4.8564265,52.3288482
"Buitenveldert, Zuidas",1,25,4.8559291,52.3303199
"Buitenveldert, Zuidas",1,26,4.8480115,52.3305727
"Buitenveldert, Zuidas",1,27,4.8475689,52.3300485
"Buitenveldert, Zuidas",1,28,4.8452423,52.3296839
"Buitenveldert, Zuidas",1,29,4.8439653,52.3302208
"Buitenveldert, Zuidas",1,30,4.8405226,52.3295912
"Buitenveldert, Zuidas",1,31,4.839482,52.3291486
"Buitenveldert, Zuidas",1,32,4.8396366,52.3275613
"Buitenveldert, Zuidas",1,33,4.8394196,52.3275485
"Buitenveldert, Zuidas",1,34,4.8394101,52.3273616
"Buitenveldert, Zuidas",1,35,4.8251838,52.3257339
"Buitenveldert, Zuidas",1,36,4.8198924,52.3257617
"Buitenveldert, Zuidas",1,37,4.8194737,52.3255728
"Buitenveldert, Zuidas",1,38,4.8184309,52.3255597
"Buitenveldert, Zuidas",1,39,4.8171271,52.3269277
"Buitenveldert, Zuidas",1,40,4.822131,52.3308244
"Buitenveldert, Zuidas",1,41,4.8355582,52.3310071
"Buitenveldert, Zuidas",1,42,4.8383383,52.3314855
"Buitenveldert, Zuidas",1,43,4.8462239,52.3341292
"Buitenveldert, Zuidas",1,44,4.8470942,52.3362847
"Buitenveldert, Zuidas",1,45,4.8469717,52.3381473
"Buitenveldert, Zuidas",1,46,4.8481328,52.3382344
"Buitenveldert, Zuidas",1,47,4.8485115,52.3384725
"Buitenveldert, Zuidas",1,48,4.8531673,52.3388351
"Buitenveldert, Zuidas",1,49,4.8532582,52.3385811
"Buitenveldert, Zuidas",1,50,4.8533049,52.3387296
"Buitenveldert, Zuidas",1,51,4.8570945,52.3389021
"Buitenveldert, Zuidas",1,52,4.8574622,52.3415362
"Buitenveldert, Zuidas",1,53,4.8572996,52.3422537
"Buitenveldert, Zuidas",1,54,4.8594707,52.3425455
"Buitenveldert, Zuidas",1,55,4.8626567,52.3425335
"Buitenveldert, Zuidas",1,56,4.8669119,52.3438186
"Buitenveldert, Zuidas",1,57,4.8709951,52.3443938
"Buitenveldert, Zuidas",1,58,4.8785876,52.3446845
"Buitenveldert, Zuidas",1,59,4.8812579,52.3460197
"Buitenveldert, Zuidas",1,60,4.8813984,52.3459125
"Buitenveldert, Zuidas",1,61,4.8810526,52.3457393
"Buitenveldert, Zuidas",1,62,4.8811006,52.3456425
"Buitenveldert, Zuidas",1,63,4.8816688,52.3454975
"Buitenveldert, Zuidas",1,64,4.8815684,52.3452868
"Buitenveldert, Zuidas",1,65,4.8818943,52.3450266
"Buitenveldert, Zuidas",1,66,4.8824393,52.3450928
"Buitenveldert, Zuidas",1,67,4.8825815,52.3449846
"Buitenveldert, Zuidas",1,68,4.8823608,52.3447796
"Buitenveldert, Zuidas",1,69,4.8824468,52.3446955
"Buitenveldert, Zuidas",1,70,4.8832108,52.3443653
"Buitenveldert, Zuidas",1,71,4.8835427,52.3443416
"Buitenveldert, Zuidas",1,72,4.8836069,52.3445171
"Buitenveldert, Zuidas",1,73,4.8857259,52.3443769
"Buitenveldert, Zuidas",1,74,4.8857421,52.3445064
"Buitenveldert, Zuidas",1,75,4.8906816,52.3442467
"Buitenveldert, Zuidas",1,76,4.8924072,52.3421544
"Buitenveldert, Zuidas",1,77,4.8918854,52.3376189
"Buitenveldert, Zuidas",1,78,4.8901349,52.3361762
Centrum-Oost,1,0,4.9061712,52.3595509
Centrum-Oost,1,1,4.8980388,52.3579349
Centrum-Oost,1,2,4.8900084,52.3585325
Centrum-Oost,1,3,4.8889313,52.3590187
Centrum-Oost,1,4,4.8876849,52.360074
Centrum-Oost,1,5,4.8844043,52.3617265
Centrum-Oost,1,6,4.8819629,52.3621196
Centrum-Oost,1,7,4.88166,52.3624167
Centrum-Oost,1,8,4.8814126,52.3631275
Centrum-Oost,1,9,4.8807081,52.3636269
Centrum-Oost,1,10,4.8794202,52.3641786
Centrum-Oost,1,11,4.8792251,52.3649247
Centrum-Oost,1,12,4.8866657,52.3675465
Centrum-Oost,1,13,4.8867026,52.36804
Centrum-Oost,1,14,4.8880602,52.3684987
Centrum-Oost,1,15,4.8896402,52.3672848
Centrum-Oost,1,16,4.8911605,52.3669704
Centrum-Oost,1,17,4.8931521,52.3669077
Centrum-Oost,1,18,4.8938806,52.36729
Centrum-Oost,1,19,4.8953722,52.3674237
Centrum-Oost,1,20,4.8998566,52.3722237
Centrum-Oost,1,21,4.8996863,52.3723407
Centrum-Oost,1,22,4.9000988,52.3729095
Centrum-Oost,1,23,4.9007084,52.3730181
Centrum-Oost,1,24,4.9022734,52.3761415
Centrum-Oost,1,25,4.9032539,52.3765894
Centrum-Oost,1,26,4.9035457,52.377173
Centrum-Oost,1,27,4.9064092,52.3800409
Centrum-Oost,1,28,4.9076225,52.3798849
Centrum-Oost,1,29,4.9105933,52.379914
Centrum-Oost,1,30,4.9111582,52.377637
Centrum-Oost,1,31,4.9119841,52.37758
Centrum-Oost,1,32,4.9120868,52.377185
Centrum-Oost,1,33,4.9119056,52.3770989
Centrum-Oost,1,34,4.9119807,52.3767973
Centrum-Oost,1,35,4.9141168,52.3767159
Centrum-Oost,1,36,4.9235166,52.3752107
Centrum-Oost,1,37,4.9298548,52.3733452
Centrum-Oost,1,38,4.9311779,52.3727508
Centrum-Oost,1,39,4.9322581,52.3719622
Centrum-Oost,1,40,4.9329145,52.370666
Centrum-Oost,1,41,4.9328251,52.3690704
Centrum-Oost,1,42,4.9315864,52.3665689
Centrum-Oost,1,43,4.926988,52.3664253
Centrum-Oost,1,44,4.9220666,52.3636164
Centrum-Oost,1,45,4.9200469,52.3632885
Centrum-Oost,1,46,4.9184267,52.3622673
Centrum-Oost,1,47,4.9162414,52.3620682
Centrum-Oost,1,48,4.9140364,52.3614959
Centrum-Oost,1,49,4.9116275,52.3612211
Centrum-Oost,1,50,4.9102568,52.3606242
Centrum-Oost,1,51,4.9083267,52.3605913
Centrum-Oost,1,52,4.9061712,52.3595509
Centrum-West,1,0,4.9022734,52.3761415
Centrum-West,1,1,4.9007084,52.3730181
Centrum-West,1,2,4.9000988,52.3729095
Centrum-West,1,3,4.8996863,52.3723407
Centrum-West,1,4,4.8998566,52.3722237
Centrum-West,1,5,4.8992953,52.371577
Centrum-West,1,6,4.8952686,52.3673677
Centrum-West,1,7,4.8938806,52.36729
Centrum-West,1,8,4.8931521,52.3669077
Centrum-West,1,9,4.8911605,52.3669704
Centrum-West,1,10,4.8896402,52.3672848
Centrum-West,1,11,4.8880602,52.3684987
Centrum-West,1,12,4.8867026,52.36804
Centrum-West,1,13,4.8866657,52.3675465
Centrum-West,1,14,4.8792251,52.3649247
Centrum-West,1,15,4.8791362,52.3653818
Centrum-West,1,16,4.8788169,52.3658343
Centrum-West,1,17,4.8775185,52.3667715
Centrum-West,1,18,4.8770876,52.368108
Centrum-West,1,19,4.8756737,52.3696396
Centrum-West,1,20,4.875045,52.370683
Centrum-West,1,21,4.8744401,52.3722011
Centrum-West,1,22,4.8746458,52.3725625
Centrum-West,1,23,4.8753837,52.3731498
Centrum-West,1,24,4.8755404,52.3742137
Centrum-West,1,25,4.8758534,52.3741836
Centrum-West,1,26,4.8780137,52.3777619
Centrum-West,1,27,4.8779092,52.3777866
Centrum-West,1,28,4.8782933,52.3783517
Centrum-West,1,29,4.8781004,52.3783994
Centrum-West,1,30,4.8798614,52.3812201
Centrum-West,1,31,4.879597,52.3818652
Centrum-West,1,32,4.8807609,52.3827087
Centrum-West,1,33,4.8823513,52.3851862
Centrum-West,1,34,4.8840028,52.387343
Centrum-West,1,35,4.8844846,52.3883795
Centrum-West,1,36,4.8859771,52.3881297
Centrum-West,1,37,4.8920747,52.3885067
Centrum-West,1,38,4.8922134,52.3881909
Centrum-West,1,39,4.8923669,52.3885241
Centrum-West,1,40,4.895084,52.3886917
Centrum-West,1,41,4.8962473,52.3856489
Centrum-West,1,42,4.8973112,52.384271
Centrum-West,1,43,4.8986643,52.3830444
Centrum-West,1,44,4.9003679,52.38198
Centrum-West,1,45,4.902263,52.3811286
Centrum-West,1,46,4.9043132,52.3804638
Centrum-West,1,47,4.9064092,52.3800409
Centrum-West,1,48,4.9035457,52.377173
Centrum-West,1,49,4.9032539,52.3765894
Centrum-West,1,50,4.9022734,52.3761415
"De Aker, Sloten, Nieuw-Sloten",1,0,4.7961551,52.3470717
"De Aker, Sloten, Nieuw-Sloten",1,1,4.7977511,52.3483523
"De Aker, Sloten, Nieuw-Sloten",1,2,4.7994352,52.3490742
"De Aker, Sloten, Nieuw-Sloten",1,3,4.8111027,52.3514872
"De Aker, Sloten, Nieuw-Sloten",1,4,4.8129555,52.3516678
"De Aker, Sloten, Nieuw-Sloten",1,5,4.8211785,52.3517388
"De Aker, Sloten, Nieuw-Sloten",1,6,4.8212956,52.348644
"De Aker, Sloten, Nieuw-Sloten",1,7,4.8222263,52.346779
"De Aker, Sloten, Nieuw-Sloten",1,8,4.8220796,52.3466551
"De Aker, Sloten, Nieuw-Sloten",1,9,4.822124,52.3459444
"De Aker, Sloten, Nieuw-Sloten",1,10,4.8228292,52.3453042
"De Aker, Sloten, Nieuw-Sloten",1,11,4.8229436,52.3448401
"De Aker, Sloten, Nieuw-Sloten",1,12,4.8239367,52.3446417
"De Aker, Sloten, Nieuw-Sloten",1,13,4.8256881,52.3450536
"De Aker, Sloten, Nieuw-Sloten",1,14,4.8275947,52.3451568
"De Aker, Sloten, Nieuw-Sloten",1,15,4.8275744,52.3455936
"De Aker, Sloten, Nieuw-Sloten",1,16,4.8344141,52.3456356
"De Aker, Sloten, Nieuw-Sloten",1,17,4.8344545,52.3443811
"De Aker, Sloten, Nieuw-Sloten",1,18,4.8351961,52.3410393
"De Aker, Sloten, Nieuw-Sloten",1,19,4.8359999,52.3400059
"De Aker, Sloten, Nieuw-Sloten",1,20,4.8369343,52.3391914
"De Aker, Sloten, Nieuw-Sloten",1,21,4.8385362,52.3382838
"De Aker, Sloten, Nieuw-Sloten",1,22,4.8402011,52.337711
"De Aker, Sloten, Nieuw-Sloten",1,23,4.8431129,52.3375311
"De Aker, Sloten, Nieuw-Sloten",1,24,4.8470316,52.3376929
"De Aker, Sloten, Nieuw-Sloten",1,25,4.8470942,52.3362847
"De Aker, Sloten, Nieuw-Sloten",1,26,4.8462239,52.3341292
"De Aker, Sloten, Nieuw-Sloten",1,27,4.8383383,52.3314855
"De Aker, Sloten, Nieuw-Sloten",1,28,4.8355582,52.3310071
"De Aker, Sloten, Nieuw-Sloten",1,29,4.822131,52.3308244
"De Aker, Sloten, Nieuw-Sloten",1,30,4.8171271,52.3269277
"De Aker, Sloten, Nieuw-Sloten",1,31,4.8154409,52.3278956
"De Aker, Sloten, Nieuw-Sloten",1,32,4.7977716,52.3352852
"De Aker, Sloten, Nieuw-Sloten",1,33,4.7917878,52.3410308
"De Aker, Sloten, Nieuw-Sloten",1,34,4.7905472,52.3418451
"De Aker, Sloten, Nieuw-Sloten",1,35,4.7673993,52.3512714
"De Aker, Sloten, Nieuw-Sloten",1,36,4.770281,52.3540807
"De Aker, Sloten, Nieuw-Sloten",1,37,4.7731672,52.3551248
"De Aker, Sloten, Nieuw-Sloten",1,38,4.7758999,52.3572824
"De Aker, Sloten, Nieuw-Sloten",1,39,4.7764918,52.3573717
"De Aker, Sloten, Nieuw-Sloten",1,40,4.777285,52.3572266
"De Aker, Sloten, Nieuw-Sloten",1,41,4.7769817,52.3567596
"De Aker, Sloten, Nieuw-Sloten",1,42,4.7870129,52.3527671
"De Aker, Sloten, Nieuw-Sloten",1,43,4.7888269,52.3526783
"De Aker, Sloten, Nieuw-Sloten",1,44,4.7918129,52.3531894
"De Aker, Sloten, Nieuw-Sloten",1,45,4.7955761,52.3462536
"De Aker, Sloten, Nieuw-Sloten",1,46,4.7961551,52.3470717
"De Pijp, Rivierenbuurt",1,0,4.9127079,52.3473369
"De Pijp, Rivierenbuurt",1,1,4.913857,52.3438759
"De Pijp, Rivierenbuurt",1,2,4.9149452,52.3424286
"De Pijp, Rivierenbuurt",1,3,4.9149687,52.3418617
"De Pijp, Rivierenbuurt",1,4,4.9146809,52.3413402
"De Pijp, Rivierenbuurt",1,5,4.9140463,52.3405773
"De Pijp, Rivierenbuurt",1,6,4.9126245,52.339734
"De Pijp, Rivierenbuurt",1,7,4.9100715,52.3390442
"De Pijp, Rivierenbuurt",1,8,4.9074102,52.3379154
"De Pijp, Rivierenbuurt",1,9,4.9071905,52.3376162
"De Pijp, Rivierenbuurt",1,10,4.9066292,52.3356492
"De Pijp, Rivierenbuurt",1,11,4.9055486,52.3344891
"De Pijp, Rivierenbuurt",1,12,4.9045479,52.3336976
"De Pijp, Rivierenbuurt",1,13,4.9035517,52.3334311
"De Pijp, Rivierenbuurt",1,14,4.9002012,52.3333769
"De Pijp, Rivierenbuurt",1,15,4.8992957,52.3331504
"De Pijp, Rivierenbuurt",1,16,4.8987553,52.3327931
"De Pijp, Rivierenbuurt",1,17,4.8974203,52.3334473
"De Pijp, Rivierenbuurt",1,18,4.8967183,52.3329851
"De Pijp, Rivierenbuurt",1,19,4.8962522,52.3333364
"De Pijp, Rivierenbuurt",1,20,4.894597,52.3340279
"De Pijp, Rivierenbuurt",1,21,4.8930214,52.3338812
"De Pijp, Rivierenbuurt",1,22,4.8926696,52.3342698
"De Pijp, Rivierenbuurt",1,23,4.8927467,52.3345802
"De Pijp, Rivierenbuurt",1,24,4.892579,52.3348823
"De Pijp, Rivierenbuurt",1,25,4.8901349,52.3361762
"De Pijp, Rivierenbuurt",1,26,4.8918854,52.3376189
"De Pijp, Rivierenbuurt",1,27,4.8924152,52.3418364
"De Pijp, Rivierenbuurt",1,28,4.8923004,52.3423795
"De Pijp, Rivierenbuurt",1,29,4.8906816,52.3442467
"De Pijp, Rivierenbuurt",1,30,4.8857421,52.3445064
"De Pijp, Rivierenbuurt",1,31,4.8865269,52.3506563
"De Pijp, Rivierenbuurt",1,32,4.8864988,52.3527665
"De Pijp, Rivierenbuurt",1,33,4.8867723,52.3533798
"De Pijp, Rivierenbuurt",1,34,4.8865819,52.3568536
"De Pijp, Rivierenbuurt",1,35,4.8867947,52.3596011
"De Pijp, Rivierenbuurt",1,36,4.8869642,52.3599244
"De Pijp, Rivierenbuurt",1,37,4.8873896,52.3602327
"De Pijp, Rivierenbuurt",1,38,4.8892535,52.3588277
"De Pijp, Rivierenbuurt",1,39,4.8904368,52.3584327
"De Pijp, Rivierenbuurt",1,40,4.8980388,52.3579349
"De Pijp, Rivierenbuurt",1,41,4.9046336,52.3592121
"De Pijp, Rivierenbuurt",1,42,4.9065524,52.3553848
"De Pijp, Rivierenbuurt",1,43,4.9102489,52.3513661
"De Pijp, Rivierenbuurt",1,44,4.9127079,52.3473369
Gaasperdam,1,0,4.9835082,52.2903692
Gaasperdam,1,1,4.9828919,52.2896436
Gaasperdam,1,2,4.97515,52.2863445
Gaasperdam,1,3,4.9718415,52.284362
Gaasperdam,1,4,4.9554018,52.3024971
Gaasperdam,1,5,4.9882338,52.3137801
Gaasperdam,1,6,4.9931754,52.3158028
Gaasperdam,1,7,4.9968991,52.3176431
Gaasperdam,1,8,4.9973725,52.3166731
Gaasperdam,1,9,4.9971488,52.3159066
Gaasperdam,1,10,4.9970941,52.3144567
Gaasperdam,1,11,4.9973003,52.3141968
Gaasperdam,1,12,4.9980818,52.3140358
Gaasperdam,1,13,4.9972009,52.3134981
Gaasperdam,1,14,5.0024025,52.3105986
Gaasperdam,1,15,5.0039248,52.310218
Gaasperdam,1,16,5.0068422,52.3099541
Gaasperdam,1,17,5.0085809,52.3093216
Gaasperdam,1,18,5.0098291,52.3084034
Gaasperdam,1,19,5.0102072,52.3077341
Gaasperdam,1,20,5.008498,52.3073314
Gaasperdam,1,21,5.0082709,52.3071429
Gaasperdam,1,22,5.0085798,52.3070262
Gaasperdam,1,23,5.009606,52.3072235
Gaasperdam,1,24,5.010203,52.3061496
Gaasperdam,1,25,5.009493,52.3060287
Gaasperdam,1,26,5.0099046,52.3055582
Gaasperdam,1,27,5.0095842,52.3053019
Gaasperdam,1,28,5.0104414,52.3048471
Gaasperdam,1,29,5.0111198,52.3048925
Gaasperdam,1,30,5.0118928,52.3045058
Gaasperdam,1,31,5.0113111,52.3042792
Gaasperdam,1,32,5.0118286,52.3037766
Gaasperdam,1,33,5.0126487,52.3038799
Gaasperdam,1,34,5.0127216,52.3035854
Gaasperdam,1,35,5.0114269,52.3032469
Gaasperdam,1,36,5.0099177,52.3020953
Gaasperdam,1,37,5.0078935,52.3015235
Gaasperdam,1,38,5.0075458,52.3008689
Gaasperdam,1,39,5.0052667,52.2983946
Gaasperdam,1,40,5.0038364,52.2985103
Gaasperdam,1,41,5.0032348,52.2973895
Gaasperdam,1,42,5.0032373,52.2960772
Gaasperdam,1,43,5.0018536,52.2958804
Gaasperdam,1,44,5.0017908,52.2927938
Gaasperdam,1,45,4.9988157,52.2902406
Gaasperdam,1,46,4.9985519,52.2902352
Gaasperdam,1,47,4.9984542,52.2898403
Gaasperdam,1,48,4.997477,52.28912
Gaasperdam,1,49,4.9904611,52.2896044
Gaasperdam,1,50,4.9835082,52.2903692
"Geuzenveld, Slotermeer",1,0,4.8354925,52.3734511
"Geuzenveld, Slotermeer",1,1,4.8344177,52.3703777
"Geuzenveld, Slotermeer",1,2,4.8323186,52.3707948
"Geuzenveld, Slotermeer",1,3,4.8319685,52.3701407
"Geuzenveld, Slotermeer",1,4,4.8307935,52.3696985
"Geuzenveld, Slotermeer",1,5,4.8299054,52.3699153
"Geuzenveld, Slotermeer",1,6,4.8293191,52.3703053
"Geuzenveld, Slotermeer",1,7,4.829329,52.3705598
"Geuzenveld, Slotermeer",1,8,4.8271611,52.3721277
"Geuzenveld, Slotermeer",1,9,4.8121834,52.359726
"Geuzenveld, Slotermeer",1,10,4.8103858,52.3631981
"Geuzenveld, Slotermeer",1,11,4.8092407,52.3637544
"Geuzenveld, Slotermeer",1,12,4.8088138,52.364634
"Geuzenveld, Slotermeer",1,13,4.8088122,52.3656586
"Geuzenveld, Slotermeer",1,14,4.8076171,52.3667861
"Geuzenveld, Slotermeer",1,15,4.8055833,52.3705051
"Geuzenveld, Slotermeer",1,16,4.8051328,52.3716003
"Geuzenveld, Slotermeer",1,17,4.8052745,52.3726678
"Geuzenveld, Slotermeer",1,18,4.7930024,52.3737934
"Geuzenveld, Slotermeer",1,19,4.7921367,52.3748459
"Geuzenveld, Slotermeer",1,20,4.791566,52.374693
"Geuzenveld, Slotermeer",1,21,4.7892267,52.3760007
"Geuzenveld, Slotermeer",1,22,4.7809324,52.3696402
"Geuzenveld, Slotermeer",1,23,4.764594,52.3792057
"Geuzenveld, Slotermeer",1,24,4.7621556,52.3802741
"Geuzenveld, Slotermeer",1,25,4.7601746,52.3813953
"Geuzenveld, Slotermeer",1,26,4.7592084,52.3808661
"Geuzenveld, Slotermeer",1,27,4.7590854,52.3809437
"Geuzenveld, Slotermeer",1,28,4.7589597,52.3841201
"Geuzenveld, Slotermeer",1,29,4.8392577,52.3850176
"Geuzenveld, Slotermeer",1,30,4.8394605,52.3840434
"Geuzenveld, Slotermeer",1,31,4.8393053,52.3826964
"Geuzenveld, Slotermeer",1,32,4.8354925,52.3734511
"IJburg, Zeeburgereiland",1,0,5.0159026,52.3483231
"IJburg, Zeeburgereiland",1,1,5.0123834,52.3443098
"IJburg, Zeeburgereiland",1,2,5.0121942,52.3435975
"IJburg, Zeeburgereiland",1,3,5.0118014,52.3431909
"IJburg, Zeeburgereiland",1,4,5.0106686,52.3424916
"IJburg, Zeeburgereiland",1,5,5.0093057,52.3419409
"IJburg, Zeeburgereiland",1,6,5.0082527,52.3418521
"IJburg, Zeeburgereiland",1,7,5.0054771,52.3424616
"IJburg, Zeeburgereiland",1,8,5.0041657,52.3425787
"IJburg, Zeeburgereiland",1,9,5.0007732,52.3422154
"IJburg, Zeeburgereiland",1,10,4.9999114,52.3419339
"IJburg, Zeeburgereiland",1,11,4.9993236,52.3415374
"IJburg, Zeeburgereiland",1,12,4.9741563,52.354826
"IJburg, Zeeburgereiland",1,13,4.9721827,52.3555463
"IJburg, Zeeburgereiland",1,14,4.9695984,52.3561025
"IJburg, Zeeburgereiland",1,15,4.9697163,52.3563636
"IJburg, Zeeburgereiland",1,16,4.9645448,52.3574695
"IJburg, Zeeburgereiland",1,17,4.9623018,52.3583881
"IJburg, Zeeburgereiland",1,18,4.9613098,52.3591315
"IJburg, Zeeburgereiland",1,19,4.9575231,52.3649904
"IJburg, Zeeburgereiland",1,20,4.9565733,52.3684615
"IJburg, Zeeburgereiland",1,21,4.9566847,52.3695305
"IJburg, Zeeburgereiland",1,22,4.954989,52.3764799
"IJburg, Zeeburgereiland",1,23,4.9524283,52.3825712
